Gene ID,Clade,ipTM,pTM,AF confidence score,Amino acids,CC,NB,LRR,Additional,Lacked domains,ID,Remarks,,
TRAESCS4A03G1200300,CC,0.93,0.68,0.88,1288,1-173,174-522,523-1288,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS7D03G0028700,CC,0.96,0.45,0.858,1091,1-200,201-553,554-1091,,,,"Long CC (a loop), α-helices insertion in LRR",,
TRAESCS4A03G1204700,CC,0.97,0.61,0.898,434,1-173,174-434,,,,,"Short NB, no LRR",,
TRAESCS4A03G1207600,CC,0.94,0.74,0.9,1303,1-173,174-537,538-1303,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1198600,CC,0.95,0.69,0.898,1377,1-259,260-614,615-1377,,,,"Long CC, long LRR, α-helices insertion in LRR",,
TRAESCS7A03G0034000,CC,0.94,0.66,0.884,1292,1-173,174-529,530-1292,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS7D03G0028100,CC,0.95,0.64,0.888,1243,1-173,174-549,550-1243,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1202000,CC,0.94,0.77,0.906,1272,1-173,174-525,526-1272,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1212000,CC,0.94,0.66,0.884,1285,1-173,174-525,526-1285,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1208100,CC,0.97,0.55,0.886,510,1-173,174-510,,,,,No LRR,,
TRAESCS3B03G1518300,CC,0.96,0.69,0.906,1050,1-303,304-665,666-1050,,,,Long CC,,
TRAESCS7D03G0084900,CC,0.97,0.75,0.926,1030,1-274,275-630,631-1030,,,,Long CC,,
TRAESCS1B03G0004400,CC,0.97,0.75,0.926,1034,1-294,295-643,644-1034,,,,Long CC,,
TRAESCS1D03G0002900,CC,0.96,0.8,0.928,558,,1-334,335-558,,,,"No CC, short LRR",,
TRAESCS1B03G0000900,CC,0.97,0.65,0.906,1076,1-339,340-682,683-1076,,,,Long CC (a loop),,
TRAESCS1B03G0005600,CC,0.97,0.68,0.912,1078,1-339,340-689,690-1078,,,,Long CC (a loop),,
TRAESCS1B03G0000100,CC,0.95,0.59,0.878,1346,1-610,611-953,954-1346,,,,Long CC (a loop),,
TRAESCS1A03G0017700,CC,0.96,0.71,0.91,1005,1-269,270-618,619-1005,,,,Long CC (a loop),,
TRAESCS1B03G0013600,CC,0.97,0.63,0.902,1233,1-444,445-815,816-1233,,,,Long CC (a loop),,
TRAESCS3B03G1425300,CC,0.7,0.41,0.642,2448,"390-563, 1273-1662","564-851, 1663-2029","852-1272, 2030-2448",1-389,,,"N-terminal extension (kinase), 2xCC, 2xNB, 2xLRR",,
TRAESCS1B03G0009700,CC,0.97,0.65,0.906,1130,1-369,370-717,718-1105,1106-1130,,,"Long CC (a loop), C-terminal extension (an α-helix)",,
TRAESCS1B03G0006200,CC,0.97,0.67,0.91,901,1-173,174-539,540-848,849-901,,,"Long CC (a loop), C-terminal extension (an α-helix)",,
TRAESCS7D03G1188500,CC,0.97,0.78,0.932,737,1-173,174-541,542-737,,,,Short LRR,,
TRAESCS7B03G1158300,CC,0.97,0.76,0.928,719,1-173,174-550,551-719,,,,Short LRR,,
TRAESCSU03G0332000,CC,0.97,0.73,0.922,740,1-45,46-417,418-732,733-740,,,"Short CC, C-terminal extension (an α-helix)",,
TRAESCS7B03G1167600,CC,0.98,0.62,0.908,451,1-173,174-451,,,,,"Short NB, no LRR",,
TRAESCS7B03G1161500,CC,0.98,0.77,0.938,634,1-173,174-555,556-634,,,,Short LRR,,
TRAESCS7A03G1246100,CC,0.97,0.78,0.932,802,1-51,52-416,417-802,,,,Short CC,,
TRAESCS7B03G1151600,CC,0.98,0.65,0.914,545,1-132,133-545,,,,,No LRR,,
TRAESCS7B03G1157400,CC,0.96,0.71,0.91,1162,1-173,174-548,549-1152,1153-1162,,,"Long CC, C-terminal extension (a loop)",,
TRAESCS7A03G1246400,CC,0.98,0.6,0.904,462,1-184,185-462,,,,,No LRR,,
TRAESCS7B03G1150200,CC,0.95,0.72,0.904,1163,1-184,185-558,559-1163,,,,,,
TRAESCS5B03G1374100,CC,0.96,0.63,0.894,668,1-167,168-536,537-668,,,,Short LRR,,
TRAESCS2A03G1254200,CC,0.95,0.51,0.862,398,1-213,214-398,,,,,"Long CC, short NB, no LRR",,
TRAESCS5A03G0722400,CC,0.97,0.57,0.89,653,1-180,181-548,549-653,,,,Short LRR,,
TRAESCS5A03G0722200,CC,0.98,0.77,0.938,541,1-53,54-421,422-541,,,,"Short CC, short LRR",,
TRAESCS5D03G0689300,CC,0.97,0.72,0.92,936,1-157,158-520,521-936,,,,,,
TRAESCS5B03G0759600,CC,0.96,0.7,0.908,856,1-61,62-419,420-821,822-856,,,"Short CC, C-terminal extension (a loop)",,
TRAESCS5B03G0759900,CC,0.97,0.58,0.892,662,1-202,203-568,569-662,,,,"Long CC, short LRR",,
TRAESCS2D03G1341700,CC,0.96,0.62,0.892,368,1-159,160-368,,,,,"Short NB, no LRR",,
TRAESCS2D03G1219800,CC,0.98,0.66,0.916,563,1-168,169-563,,,,,No LRR,,
TRAESCS2B03G1446500,CC,0.97,0.81,0.938,921,1-168,169-532,533-921,,,,,,
TRAESCS2A03G1317000,CC,0.96,0.74,0.916,839,1-68,69-427,428-839,,,,,,
TRAESCS4A03G1172200,CC,0.96,0.7,0.908,950,1-183,184-542,543-914,915-950,,,C-terminal extension (a loop),,
TRAESCS5A03G1053600,CC,0.95,0.85,0.93,715,,1-333,334-715,,,,No CC,,
TRAESCS5B03G1106200,CC,0.95,0.7,0.9,1068,1-333,334-685,686-1068,,,,Long CC,,
TRAESCS5D03G0994400,CC,0.96,0.68,0.904,1071,1-333,334-689,690-1071,,,,Long CC,,
TRAESCS2B03G0442800,CC,0.95,0.74,0.908,1073,1-191,192-565,566-1073,,,,,,
TRAESCS5B03G0891300,CC,0.95,0.72,0.904,439,1-111,112-439,,,,,"Short CC, no LRR",,
TRAESCS5D03G0811600,CC,0.94,0.75,0.902,984,1-191,192-541,542-984,,,,,,
TRAESCS4A03G1249700,CC,0.96,0.6,0.888,536,1-191,192-536,,,,,No LRR,,
TRAESCS1B03G0093200,CC,0.96,0.81,0.93,1051,1-197,198-549,550-1051,,,,,,
TRAESCS1B03G0093100,CC,0.95,0.76,0.912,1086,1-197,198-549,550-1052,1053-1086,,,C-terminal extension (a loop),,
TRAESCS2A03G0076700,CC,0.94,0.68,0.888,944,1-165,166-544,545-944,,,,,,
TRAESCS7B03G0734500,CC,0.79,0.57,0.746,1096,1-165,166-512,513-1096,,,,,,
TRAESCS7D03G0857500,CC,0.97,0.59,0.894,535,1-153,154-535,,,,,No LRR,,
TRAESCS1D03G0807200,CC,0.96,0.74,0.916,830,1-168,169-538,539-830,,,,Short LRR,,
TRAESCS6A03G0833900,CC,0.93,0.62,0.868,1178,1-181,182-549,550-1178,,,,,,
TRAESCS6A03G0182000,CC,0.94,0.56,0.864,1056,1-167,168-539,540-1056,,,,,,
TRAESCS6B03G0260700,CC,0.94,0.65,0.882,1102,1-167,168-542,543-1102,,,,,,
TRAESCS3A03G1271900,CC,0.66,0.45,0.618,2203,"1-165, 960-1174","166-533, 1175-1541","534-959, 1542-2203",,,,"2xCC, 2xNB, 2xLRR",,
TRAESCS3B03G1440600,CC,0.93,0.59,0.862,1248,1-224,225-590,225-590,,,,"Long CC (a loop), long LRR",,
TRAESCS7D03G1127800,CC,0.94,0.57,0.866,1095,1-157,158-537,538-1095,,,,"Bended LRR, long LRR",,
TRAESCS5D03G1162000,CC,0.76,0.54,0.716,1563,429-578,579-935,936-1563,1-428,,,"N-terminal extension (kinase), long LRR",,
TRAESCS4A03G0844100,CC,0.94,0.71,0.894,1077,1-31,32-407,408-1033,1034-1077,,,"Short CC, C-terminal extension (a loop)",,
TRAESCS4A03G0843900,CC,0.78,0.56,0.736,1584,403-557,558-948,939-1561,"1-402, 1562-1584",,,N- & C-terminal extension (kinase & a loop),,
TRAESCS5B03G1299700,CC,0.79,0.46,0.724,949,221-533,"1-220, 534-949",,,,,"2xCC, 2xNB, no LRR",,
TRAESCS5B03G1299600,CC,0.77,0.56,0.728,1592,420-566,567-861,862-1592,1-419,,,"N-terminal extension (kinase), long LRR",,
TRAESCS4A03G0844300,CC,0.95,0.47,0.854,902,1-153,1-153,440-902,,,,,,
TRAESCS2D03G1335100,CC,0.97,0.75,0.926,751,1-164,165-526,527-751,,,,Short LRR,,
TRAESCS2B03G1571200,CC,0.94,0.73,0.898,1085,1-164,165-534,535-1085,,,,,,
TRAESCS2B03G1571800,CC,0.96,0.44,0.856,884,1-164,165-535,536-884,,,,,,
TRAESCS2A03G1368400,CC,0.93,0.69,0.882,1133,1-164,165-537,538-1133,,,,Long LRR,,
TRAESCS2B03G1571300,CC,0.97,0.81,0.938,659,1-164,165-534,535-659,,,,Short LRR,,
TRAESCS2A03G1367900,CC,0.95,0.75,0.91,926,1-164,165-538,539-907,908-926,,,C-terminal extension (an α-helix),,
TRAESCS6B03G0334500,CC,0.93,0.6,0.864,1153,1-164,165-536,537-1153,,,,Long LRR,,
TRAESCS1B03G1063500,CC,0.96,0.72,0.912,662,1-174,175-538,539-662,,,,Short LRR,,
TRAESCS1D03G0883500,CC,0.96,0.73,0.914,883,1-174,175-542,543-883,,,,,,
TRAESCS2A03G1369000,CC,0.96,0.62,0.892,572,1-167,168-533,534-572,,,,Short LRR,,
TRAESCS2B03G1572100,CC,0.93,0.67,0.878,1186,1-167,168-533,534-1186,,,,Long LRR,,
TRAESCS2B03G1572800,CC,0.92,0.7,0.876,1203,1-167,168-529,530-1203,,,,Long LRR,,
TRAESCSU03G0191800,CC,0.93,0.61,0.866,1179,1-209,210-589,590-1179,,,,Long CC,,
TRAESCSU03G0271400,CC,0.93,0.58,0.86,1142,1-177,178-551,552-1142,,,,,,
TRAESCS2A03G1368200,CC,0.94,0.57,0.866,1135,1-177,178-546,547-1135,,,,,,
TRAESCS2B03G1472300,CC,0.95,0.68,0.896,1143,1-163,164-533,534-1122,1123-1143,,,C-terminal extension (a loop),,
TRAESCS7A03G0225800,CC,0.95,0.58,0.876,1558,1-274,275-618,619-1558,,,,"Long CC, long LRR",,
TRAESCS3D03G1140200,CC,0.95,0.59,0.878,1548,1-235,236-591,592-1548,,,,"Long CC, long LRR",,
TRAESCS7B03G1273400,CC,0.95,0.76,0.912,1018,1-253,254-594,595-1018,,,,Long CC,,
TRAESCS7D03G1264200,CC,0.96,0.76,0.92,1022,1-253,254-594,595-1022,,,,Long CC,,
TRAESCS7A03G0225900,CC,0.96,0.77,0.922,917,1-181,182-516,517-917,,,,,,
TRAESCS3D03G1140100,CC,0.95,0.79,0.918,911,1-181,182-516,517-911,,,,,,
TRAESCS3B03G1438900,CC,0.95,0.77,0.914,916,1-181,182-516,517-916,,,,,,
TRAESCS3B03G0081100,CC,0.93,0.59,0.862,1412,1-181,182-544,545-1389,1390-1412,,,"Long LRR, C-terminal extension (an α-helix)",,
TRAESCS3D03G0070700,CC,0.93,0.58,0.86,1416,1-181,182-526,527-1394,1395-1416,,,"Long LRR, C-terminal extension (an α-helix)",,
TRAESCS2D03G1039000,CC,0.94,0.63,0.878,1618,1-209,210-555,556-1628,,,,"Long CC (a loop), long LRR",,
TRAESCS2A03G1094300,CC,0.96,0.69,0.906,1101,1-209,210-555,556-1101,,,,Long CC (a loop),,
TRAESCS2B03G1226200,CC,0.94,0.63,0.878,1661,1-250,251-594,595-1661,,,,"Long CC (a loop), long LRR",,
TRAESCS2A03G1093800,CC,0.93,0.66,0.876,1623,1-209,210-555,556-1623,,,,"Long CC (a loop), long LRR",,
TRAESCS2D03G1039100,CC,0.94,0.68,0.888,1673,1-261,262-604,605-1673,,,,"Long CC (a loop), long LRR",,
TRAESCS2D03G1039400,CC,0.95,0.7,0.9,1136,1-209,210-555,556-1136,,,,Long CC (a loop),,
TRAESCS2B03G1226900,CC,0.94,0.66,0.884,1106,1-178,179-527,528-1106,,,,,,
TRAESCS2A03G1094900,CC,0.97,0.6,0.896,458,1-213,214-458,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS2A03G1094700,CC,0.96,0.66,0.9,823,1-213,214-552,553-823,,,,"Long CC (a loop), short LRR",,
TRAESCS2B03G1571100,CC,0.94,0.62,0.876,1611,1-213,214-552,553-1611,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1226000,CC,0.95,0.63,0.886,1678,70-271,272-611,612-1678,1-69,,,"Long CC (a loop), long LRR, N-terminal extension (?)",,
TRAESCS2B03G1226500,CC,0.95,0.64,0.888,1311,1-236,237-587,588-1311,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1229600,CC,0.96,0.76,0.92,789,,1-385,386-789,,,,No CC,,
TRAESCS2A03G1095600,CC,0.94,0.62,0.876,1543,1-269,270-642,643-1543,,,,"Long CC (a loop), long LRR",,
TRAESCS3B03G1217700,CC,0.94,0.59,0.87,1196,1-225,226-580,581-1196,,,,"Long CC (a loop), long LRR",,
TRAESCS3D03G0980300,CC,0.94,0.62,0.876,1428,1-279,280-633,634-1428,,,,"Long CC (a loop), long LRR",,
TRAESCS6B03G1267300,CC,0.95,0.71,0.902,979,1-191,192-552,553-966,967-979,,,"Long CC (a loop), C-terminal extension (an α-helix)",,
TRAESCS6D03G0904600,CC,0.98,0.58,0.9,465,1-211,212-465,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS7A03G0029200,CC,0.95,0.54,0.868,1034,,1-338,339-1034,,,,"No CC, long LRR",,
TRAESCS7A03G0029100,CC,0.94,0.51,0.854,1170,,1-338,339-1170,,,,"No CC, long LRR",,
TRAESCS7D03G0024600,CC,0.93,0.54,0.852,1447,1-257,258-611,612-1447,,,,"Long CC (a loop), long LRR",,
TRAESCS5A03G0672000,CC,0.97,0.79,0.934,319,,1-319,,,,,"No CC, short NB, no LRR",,
TRAESCS6B03G1268200,CC,0.97,0.75,0.926,879,1-277,278-638,639-879,,,,"Long CC (a loop), short LRR",,
TRAESCS6D03G0904400,CC,0.94,0.54,0.86,1242,1-89,90-446,447-1242,,,,"Short CC, short LRR",,
TRAESCS6A03G1027200,CC,0.94,0.51,0.854,1408,1-277,278-641,642-1408,,,,"Long CC (a loop), long LRR",,
TRAESCS6D03G0904900,CC,0.95,0.65,0.89,1467,1-327,328-680,681-1467,,,,"Long CC (a loop), long LRR",,
TRAESCS2D03G0235300,CC,0.94,0.56,0.864,1478,"1-115, 284-330",331-639,640-1478,116-283,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS2A03G0229200,CC,0.95,0.62,0.884,1327,133-179,180-526,527-1327,1-132,,,"N-terminal extension (bed-type zinc finger), short CC, long LRR",,
TRAESCS2B03G0317200,CC,0.94,0.63,0.878,1454,"1-115, 238-288",289-631,632-1454,116-237,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS2A03G0229000,CC,0.94,0.56,0.864,1618,"1-115, 277-324",325-678,679-1618,116-276,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS5D03G1187200,CC,0.95,0.64,0.888,1569,1-295,296-649,650-1569,,,,"Long CC (a loop), long LRR",,
TRAESCS5D03G1188100,CC,0.94,0.64,0.88,1579,"1-92, 267-315",316-666,667-1579,93-266,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS4A03G0816700,CC,0.95,0.6,0.88,1591,276-329,330-672,673-1591,1-275,,,"N-terminal extension (bed-type zinc finger), short CC, long LRR",,
TRAESCS2A03G1097000,CC,0.94,0.6,0.872,1483,"1-98, 224-276",277-627,628-1483,99-223,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS2B03G1230600,CC,0.94,0.62,0.876,1584,"1-102, 244-296",297-653,654-1584,103-243,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS2B03G1233200,CC,0.96,0.61,0.89,1721,"151-171, 401-454",455-813,814-1721,"1-150, 172-400",,,"N-terminal extension (AP2/ERF, bed-type zinc finger), divided short CC, long LRR",,
TRAESCS2D03G1041600,CC,0.95,0.62,0.884,1458,151-203,204-557,558-1457,1-150,,,"N-terminal extension (bed-type zinc finger), short CC, long LRR",,
TRAESCS2B03G1231200,CC,0.95,0.64,0.888,1640,"1-93, 330-384",385-737,738-1640,94-329,,,"N-terminal extension (bed-type zinc finger), divided CC, long LRR",,
TRAESCS1D03G0056300,CC,0.95,0.69,0.898,1069,1-204,205-550,551-1069,,,,Long CC (a loop),,
TRAESCS1B03G0073500,CC,0.96,0.79,0.926,846,1-204,205-547,548-846,,,,"Long CC (a loop), short LRR",,
TRAESCS1D03G0056800,CC,0.94,0.61,0.874,963,1-38,39-387,388-963,,,,Short CC,,
TRAESCS1A03G0906800,CC,0.95,0.65,0.89,1349,1-204,205-560,561-1349,,,,"Long CC (a loop), long LRR",,
TRAESCS1B03G1064700,CC,0.95,0.62,0.884,1330,1-212,213-564,565-1330,,,,"Long CC (a loop), long LRR",,
TRAESCS5D03G1198800,CC,0.94,0.66,0.884,1384,1-187,188-546,547-1384,,,,Long LRR,,
TRAESCS5B03G1377300,CC,0.94,0.65,0.882,1317,1-187,188-532,533-1317,,,,Long LRR,,
TRAESCS7B03G0004700,CC,0.95,0.68,0.896,1365,1-187,188-550,551-1365,,,,Long LRR,,
TRAESCS5D03G1233100,CC,0.97,0.78,0.932,948,1-187,188-542,543-948,,,,,,
TRAESCS5D03G1183500,CC,0.95,0.66,0.892,1412,1-218,219-578,579-1412,,,,"Long CC, long LRR",,
TRAESCS4D03G0838500,CC,0.97,0.76,0.928,694,1-160,161-517,518-694,,,,Short CC,,
TRAESCS4B03G0955000,CC,0.95,0.68,0.896,1305,1-217,218-571,572-1305 ,,,,"Long CC, long LRR",,
TRAESCS5B03G1379100,CC,0.93,0.44,0.832,457,1-251,252-457,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS7B03G0006500,CC,0.95,0.61,0.882,1242,1-71,72-427,428-1242,,,,"Short CC, long LRR",,
TRAESCS5B03G1376000,CC,0.97,0.51,0.878,429,1-233,234-429,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS5D03G1233300,CC,0.94,0.64,0.88,1395,1-222,223-579,580-1395,,,,"Long CC, short NB, no LRR",,
TRAESCS5D03G1232100,CC,0.95,0.64,0.888,1428,1-269,270-624,625-1428,,,,"Long CC (a loop), long LRR",,
TRAESCS5B03G1374600,CC,0.97,0.76,0.928,973,1-257,258-619,620-973,,,,Long CC (a loop),,
TRAESCS7B03G1275100,CC,0.95,0.67,0.894,1263,1-212,213-561,562-1263,,,,"Long CC (a loop), long twisted LRR",,
TRAESCS7B03G1287000,CC,0.95,0.65,0.89,1306,1-212,213-561,562-1306,,,,"Long CC (a loop), long LRR",,
TRAESCS7A03G1348100,CC,0.94,0.42,0.836,352,1-212,213-352,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS7B03G1287300,CC,0.94,0.67,0.886,1298,1-212,213-558,559-1298,,,,"Long CC (a loop), long LRR",,
TRAESCS7B03G1287400,CC,0.94,0.63,0.878,1370,1-212,213-558,559-1370,,,,"Long CC (a loop), long LRR",,
TRAESCS7D03G1278600,CC,0.95,0.67,0.894,1369,1-212,213-558,559-1369,,,,"Long CC (a loop), long LRR",,
TRAESCS7A03G1350300,CC,0.96,0.64,0.896,619,1-178,179-519,520-619,,,,Short LRR,,
TRAESCS7B03G1288000,CC,0.96,0.72,0.912,915,1-212,213-558,559-915,,,,Long CC (a loop),,
TRAESCS7B03G1287800,CC,0.94,0.67,0.886,1234,1-212,213-553,554-1234,,,,"Long CC (a loop), long LRR",,
TRAESCS6D03G0909400,CC,0.94,0.66,0.884,1371,1-227,228-581,582-1371,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1399900,CC,0.96,0.69,0.906,1230,1-220,221-571,572-1230,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1399400,CC,0.96,0.68,0.904,1253,1-308,309-657,658-1253,,,,"Long CC (a loop), long LRR",,
TRAESCS2D03G1181200,CC,0.96,0.72,0.912,1271,1-268,269-613,614-1271,,,,"Long CC (a loop), long LRR",,
TRAESCS2A03G1222600,CC,0.97,0.56,0.888,439,1-207,208-439,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS6D03G0908800,CC,0.95,0.68,0.896,1419,1-268,269-622,623-1419,,,,"Long CC (a loop), long LRR",,
TRAESCS6B03G1276500,CC,0.97,0.56,0.888,442,1-205,206-442,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS6B03G1277400,CC,0.95,0.64,0.888,1355,1-205,206-565,566-1355,,,,"Long CC (a loop), long LRR",,
TRAESCS6D03G0908400,CC,0.95,0.7,0.9,1366,1-215,216-567,568-1366,,,,"Long CC (a loop), long LRR",,
TRAESCS6B03G1277200,CC,0.95,0.67,0.894,1362,1-215,216-567,568-1362,,,,"Long CC (a loop), long LRR",,
TRAESCS6B03G0177100,CC,0.95,0.7,0.9,1635,1-366,367-711,712-1635,,,,"Long CC (a loop), long LRR",,
TRAESCS6A03G0127500,CC,0.98,0.51,0.886,559,1-286,287-559,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS6D03G0125000,CC,0.94,0.66,0.884,1620,1-344,345-693,694-1620,,,,"Long CC (a loop), long LRR",,
TRAESCS6B03G0179100,CC,0.95,0.66,0.892,1725,1-447,448-798,799-1725,,,,"Long CC (a loop), long LRR",,
TRAESCS1A03G0245900,CC,0.97,0.52,0.88,585,1-268,269-585,,,,,"Long CC (a loop), no LRR",,
TRAESCS1B03G0303800,CC,0.95,0.62,0.884,1568,1-296,297-644,645-1568,,,,"Long CC (a loop), long LRR",,
TRAESCS1A03G0246700,CC,0.96,0.59,0.886,731,1-296,297-637,638-731,,,,"Long CC (a loop), short LRR",,
TRAESCS1D03G0218100,CC,0.96,0.71,0.91,797,1-206,207-558,559-797,,,,"Long CC (a loop), short LRR",,
TRAESCS6B03G0392200,CC,0.97,0.65,0.906,521,1-121,122-521,,,,,"Short CC, no LRR",,
TRAESCS3D03G1143500,CC,0.94,0.58,0.868,1423,1-262,263-611,612-1423,,,,"Long CC (a loop), short LRR",,
TRAESCS7A03G1281500,CC,0.94,0.6,0.872,1314,1-253,254-596,597-1314,,,,"Long CC (a loop), divided long LRR",,
TRAESCS2B03G1409000,CC,0.93,0.65,0.874,1417,1-201,202-545,546-1417,,,,"Long CC, long LRR",,
TRAESCS5A03G0056600,CC,0.98,0.61,0.906,464,1-201,202-464,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS2D03G1059100,CC,0.94,0.69,0.89,1564,1-297,298-643,644-1564,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1251400,CC,0.94,0.68,0.888,1500,1-201,202-547,548-1500,,,,"Long CC (a loop), long LRR",,
TRAESCS2A03G1112800,CC,0.96,0.53,0.874,574,1-273,274-574,,,,,"Long CC (a loop), no LRR",,
TRAESCS4D03G0006500,CC,0.94,0.67,0.886,1595,1-259,260-612,613-1595,,,,"Long CC (a loop), long LRR",,
TRAESCS4B03G0012500,CC,0.96,0.35,0.838,377,1-259,260-377,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS4A03G0773000,CC,0.95,0.5,0.86,1484,1-259,260-623,624-1484,,,,"Long CC (a loop), long LRR",,
TRAESCS4B03G0012100,CC,0.94,0.67,0.886,1507,1-272,273-617,618-1507,,,,"Long CC (a loop), long LRR",,
TRAESCS4D03G0010300,CC,0.94,0.66,0.884,1566,1-272,273-625,626-1566,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1250500,CC,0.94,0.67,0.886,1504,1-291,292-642,643-1504,,,,"Long CC (a loop), long LRR",,
TRAESCS2B03G1251900,CC,0.95,0.68,0.896,1504,1-291,292-642,643-1504,,,,"Long CC (a loop), long LRR",,
TRAESCS7D03G1299100,CC,0.93,0.63,0.87,1460,1-261,262-616,617-1460,,,,"Long CC (a loop), long LRR",,
TRAESCS5B03G1204500,CC,0.94,0.6,0.872,1432,1-200,201-552,553-1432,,,,"Short CC (a loop), long LRR",,
TRAESCS4A03G0948100,CC,0.95,0.67,0.894,1314,1-255,256-607,608-1314,,,,"Long CC (a loop), long LRR",,
TRAESCS7A03G0098300,CC,0.97,0.7,0.916,765,1-255,256-610,611-765,,,,"Long CC (a loop), short LRR",,
TRAESCSU03G0059900,CC,0.96,0.76,0.92,950,1-235,236-588,589-950,,,,Long CC (a loop),,
TRAESCS7B03G1329400,CC,0.93,0.61,0.866,1253,1-47,48-390,391-1253,,,,"Short CC, short LRR",,
TRAESCS7D03G1298800,CC,0.96,0.47,0.862,467,1-255,256-467,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS7B03G1325000,CC,0.96,0.48,0.864,438,1-225,226-438,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS7D03G1299700,CC,0.95,0.66,0.892,1489,1-303,304-650,651-1489,,,,"Long CC (a loop), long LRR",,
TRAESCS2A03G0011200,CC,0.85,0.46,0.772,334,1-236,237-334,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS2B03G0014300,CC,0.95,0.66,0.892,1423,1-255,256-607,608-1423,,,,"Long CC (a loop), long LRR",,
TRAESCS2D03G0007000,CC,0.92,0.42,0.82,370,1-229,230-370,,,,,"Long CC (a loop), short NB, no LRR",,
TRAESCS2A03G0008900,CC,0.95,0.65,0.89,1463,1-230,231-578,579-1463,,,,,,
TRAESCS2A03G0011800,CC,0.95,0.66,0.892,1465,1-242,243-590,591-1465,,,,,,
TRAESCSU03G0014200,CC,0.88,0.63,0.83,1434,1-238,239-583,584-1434,,,,"Long CC, long LRR",,
TRAESCS4B03G0885200,CC,0.94,0.65,0.882,1488,1-257,258-607,608-1488,,,,"Long CC, long LRR",,
TRAESCS2D03G0008800,CC,0.94,0.63,0.878,1306,1-31,32-385,386-1306,,,,"Short CC, long LRR",,
TRAESCSU03G0457600,CC,0.86,0.45,0.778,362,1-362,,,,,,"Long CC, no NB, no LRR",,
TRAESCS2B03G0015400,CC,0.94,0.62,0.876,1422,1-192,193-545,546-1422,,,,"Long CC, long LRR",,
TRAESCS2A03G0008500,CC,0.94,0.63,0.878,1372,1-196,197-547,548-1372,,,,"Long CC, long LRR",,
TRAESCS2A03G0010200,CC,0.95,0.64,0.888,1587,1-258,259-627,628-1482,1483-1587,,,"Long CC, long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS2B03G0012800,CC,0.97,0.72,0.92,919,1-201,202-545,546-919,,,,Long CC,,
TRAESCS2B03G0011900,CC,0.94,0.62,0.876,1484,1-236,237-591,592-1462,1463-1484,,,"Long CC, long LRR, C-terminal extension (an α-helix)",,
TRAESCSU03G0013800,CC,0.94,0.67,0.886,1465,1-229,230-584,585-1465,,,,Long CC,,
TRAESCS2B03G0015000,CC,0.97,0.69,0.914,704,1-228,229-570,571-704,,,,"Long CC, short LRR",,
TRAESCS2A03G0011300,CC,0.94,0.62,0.876,1477,1-270,271-612,613-1477,,,,"Long CC, long LRR",,
TRAESCS2B03G0013900,CC,0.97,0.57,0.89,612,1-253,254-612,,,,,"Long CC, no LRR",,
TRAESCS2B03G0014500,CC,0.94,0.62,0.876,1422,1-245,246-585,586-1422,,,,"Long CC, long LRR",,
TRAESCS2A03G0010800,CC,0.95,0.68,0.896,1420,1-237,238-585,586-1420,,,,"Long CC, long LRR",,
TRAESCS2A03G0007100,CC,0.94,0.63,0.878,1476,1-238,239-578,579-1366,1367-1476,,,"Long CC, long LRR, C-terminal extension (?)",,
TRAESCS2D03G0004400,CC,0.96,0.62,0.892,684,1-245,246-585,586-684,,,,"Long CC, short LRR",,
